gene_id,FPKM,TPM
Zfp52,1422.526846,61.661865009984325
Gpcpd1,1014.796222,43.9880820735007
Spty2d1,1818.478586,78.82507202502326
Lpin2,462.0947081,20.030287367026826
Tnfaip3,2759.883296,119.63187318382786
Dipk2a,455.7522317,19.75536185352561
Tent5a,3409.534091,147.79210069556862
Tmem64,3116.874109,135.1062520209711
Ipmk,1299.301591,56.32045506682822
Fosl2,4704.305342,203.91618040799503
Paxbp1,7851.985765,340.3577849255919
Camsap2,1266.683141,54.9065524284418
Zmat3,2221.678871,96.3024796504518
Ifngr1,1707.938284,74.03351311753893
Ets2,1484.139474,64.33257000323574
Lrrc58,1983.382972,85.97313535871614
Gna13,7379.924308,319.89547173986904
Nr3c1,13823.88032,599.219793006296
Tab3,873.4496051,37.86117063037861
Thap12,1586.525164,68.77065327279682
Slc39a10,1103.590891,47.83703923650966
Cmtm6,4725.144907,204.81950708159005
Itgb1,2169.126924,94.02452540935073
Prdm2,2470.847586,107.10312479275181
Sos2,1151.612498,49.91861812320894
Pdzd8,2430.074524,105.33574651644214
Csnk1g1,1697.065467,73.56221222362787
P2ry10,5425.535514,235.1791387360179
Mtmr3,4439.73347,192.44785901738217
Prdx6,2178.187604,94.41727611815435
Mef2d,2644.812653,114.643938878595
Fam102a,10591.0295,459.0863316092116
Mlec,15509.1669,672.271429178439
Csf2rb,18317.97787,794.0241562764998
Il1r2,4263.050199,184.7892197188979
Spn,11575.92547,501.7783359968866
Rac2,19060.95367,826.2297161322643
Capn2,30279.88833,1312.533673422048
Fermt3,19369.92288,839.6225162560952
Skap1,4914.51313,213.0279973723994
Top2a,22533.91253,976.7710721795787
Myo1g,14672.86608,636.0205363284497
Cbx5,6897.896103,299.00113277446223
Atp2a3,10367.23069,449.3853884949084
Il9r,5569.600334,241.423875352769
Cdk4,6311.670071,273.59016035438685
Tph1,61074.42332,2647.3755886646227
Flot1,2867.705394,124.3056068786711
Krcc1,1919.052141,83.18460519617034
Egr1,19934.40328,864.0908869750419
Itgb2,9891.544957,428.7659748522772
Elmo2,7110.822096,308.23077499485436
Dnajc5,3758.370292,162.91300389478863
Arap2,960.4321383,41.631577660296195
Ttc7,3776.491653,163.69850535574255
Rora,1537.597489,66.64979931521718
Abi1,3974.014489,172.26047132782185
Padi2,11251.55311,487.71785992816996
B4galnt4,2297.788588,99.6015858211357
Tbc1d9b,7032.900243,304.85311868240973
Parvg,3062.510026,132.7497476381093
Il12rb1,11477.16405,497.4973529241535
Ccnd2,12600.68844,546.1984438500713
Kansl3,1955.294863,84.75560811807821
Ssh2,4353.657004,188.71672702366757
Fam168b,6619.73321,286.9436852772972
Smox,6434.895327,278.9315703408897
Neo1,415.8852373,18.027258630757608
Rab8b,11430.04851,495.455049064988
Cd47,2315.003881,100.34781221120927
Chaf1a,2682.867511,116.2934919422636
Myo6,33143.06339,1436.6429052063977
Pank3,3063.416094,132.78902270898968
Dusp16,2701.89494,117.11826847409789
Rybp,396.8578081,17.20248209025397
Dennd1c,4641.786646,201.20620034386323
Tab2,7233.141283,313.5329098671301
Mtpn,7378.112172,319.8169215981083
Ccser2,2773.474316,120.22099924703328
Nabp1,4169.725189,180.7438871581404
Hif1a,16599.16677,719.5193423083964
Jmy,511.9284511,22.190416395486825
Timeless,1957.106999,84.83415825983894
Ucp2,45256.28721,1961.7113593623528
Atg14,239.2019665,10.368619340942685
Wac,3586.217362,155.4507399940529
Nedd4,9537.272347,413.4094211844283
Ccny,2613.100271,113.26931131108893
Kntc1,3032.60978,131.453670212364
Zc3hav1,9101.453613,394.5181109639601
Poldip3,3498.32876,151.64105785857757
Rb1cc1,1909.99146,82.79185444402002
Otud4,3972.202353,172.18192118606115
Vps4b,2837.805148,123.00952945292578
Pde4d,1471.454521,63.78271896756397
Mkrn1,1337.356449,57.97000813049682
Socs3,5252.476515,227.67759972105506
Eif1a,1947.14025,84.40213243680824
Ntng2,4140.731011,179.48708480327545
Itgal,19666.20713,852.4654650408273
Nr4a1,439.4430067,19.048410534332398
Tubb4b,9822.683785,425.78106929198293
Rasal3,14393.79712,623.923813803751
Myl12b,6553.590242,284.076604929644
Crem,1044.696467,45.28415945589933
Nepro,1206.882649,52.3143975769511
Smad5,795.5277523,34.48351432660333
