gene_id,FPKM,TPM
Zfp52,1236.581742,52.178061929122364
Gpcpd1,953.107006,40.21673189490485
Spty2d1,1938.68635,81.80364709884597
Lpin2,483.5745491,20.40462179999357
Tnfaip3,2772.435573,116.98402953008816
Dipk2a,466.0219339,19.66398217075048
Tent5a,3370.102121,142.20280892438134
Tmem64,2997.986678,126.50124875235934
Ipmk,1351.551371,57.02925147703518
Fosl2,4852.420475,204.74982562915065
Paxbp1,8413.846102,355.0256065257842
Camsap2,1349.79611,56.955187536052485
Zmat3,2252.000532,95.024064509528
Ifngr1,1640.291891,69.2127733763962
Ets2,1490.217031,62.88030454467996
Lrrc58,1919.378473,80.98894349486385
Gna13,7592.38371,320.36367185020254
Nr3c1,14537.95355,613.4347733678607
Tab3,839.0150071,35.402574300605224
Thap12,1654.333984,69.80528511523481
Slc39a10,1102.304235,46.51216873503204
Cmtm6,4715.510077,198.972836544684
Itgb1,2108.946718,88.98785152613337
Prdm2,2623.238343,110.68859264776556
Sos2,1124.245004,47.4379682715859
Pdzd8,2597.787051,109.61466518705089
Csnk1g1,1653.456353,69.76825312364575
P2ry10,5583.486899,235.59746622594514
Mtmr3,4530.329986,191.1590884291643
Prdx6,2246.734747,94.8018726021891
Mef2d,2711.87905,114.42882278557008
Fam102a,11038.83971,465.7882632833141
Mlec,16061.52055,677.7222932131659
Csf2rb,18718.98649,789.8551330265597
Il1r2,4290.736788,181.04935746805452
Spn,11238.06189,474.1945229688908
Rac2,19009.48227,802.1127188247079
Capn2,31602.60606,1333.4846214479671
Fermt3,19571.16596,825.8131871123902
Skap1,4950.71512,208.8974075478485
Top2a,23538.057,993.1977435238667
Myo1g,15134.74247,638.616520897151
Cbx5,7111.442053,300.0701459870003
Atp2a3,10718.50448,452.27158993991964
Il9r,5833.611665,246.15158091734196
Cdk4,6139.02717,259.0387104881133
Tph1,62772.54015,2648.7124758106124
Flot1,2948.839355,124.4274577719127
Krcc1,1890.416658,79.76688810998839
Egr1,20776.15299,876.6580975130884
Itgb2,10152.43264,428.38596190526914
Elmo2,7092.134176,299.25544238301813
Dnajc5,3847.533254,162.34820682122742
Arap2,940.8201753,39.69828415190296
Ttc7,3822.081962,161.27427936051276
Rora,1398.943432,59.028978474303706
Abi1,3923.0095,165.53295725397777
Padi2,11466.24589,483.8228382503199
B4galnt4,2345.029392,98.94945452088696
Tbc1d9b,7645.041555,322.5855907126146
Parvg,3053.277416,128.83426358953852
Il12rb1,11957.71911,504.5607476328322
Ccnd2,13298.73891,561.1456152529942
Kansl3,1917.623212,80.91487955388116
Ssh2,4404.828787,185.8635150665737
Fam168b,6834.988363,288.4050718011044
Smox,6454.974244,272.37022383136707
Neo1,453.7351032,19.145534427748593
Rab8b,11751.47588,495.85823193015233
Cd47,2392.421453,100.94918151815548
Chaf1a,2741.718496,115.68791016203458
Myo6,34143.34711,1440.6922077724653
Pank3,3263.031168,137.6849071741838
Dusp16,2864.586802,120.87238754985805
Rybp,411.6088267,17.36799931672127
Dennd1c,5184.164903,218.74791465222575
Tab2,7085.990761,298.9962185262856
Mtpn,7817.934815,329.8808910724737
Ccser2,2935.674894,123.87197806685855
Nabp1,4515.410263,190.52954474093204
Hif1a,17677.23878,745.8981711204366
Jmy,566.9494713,23.922660038898247
Timeless,2026.449426,85.50684524506141
Ucp2,46634.66572,1967.768400046521
Atg14,243.1037207,10.25785887261197
Wac,3600.919011,151.94222005399143
Nedd4,10047.11695,423.942124180445
Ccny,2565.314713,108.24448187801464
Kntc1,3229.681199,136.27769187355847
Zc3hav1,9393.28203,396.35329783079743
Poldip3,3444.700735,145.35052732334725
Rb1cc1,1868.475889,78.84108857343453
Otud4,4144.172451,174.8650165604991
Vps4b,2954.10514,124.64964967925162
Pde4d,1421.761832,59.99181000244661
Mkrn1,1329.610602,56.103451940481314
Socs3,5246.476687,221.37718533772653
Eif1a,1955.361335,82.50725477025634
Ntng2,4428.524818,186.86337858630566
Itgal,20114.4194,848.7359836188979
Nr4a1,473.9206107,19.997270002222052
Tubb4b,9696.942273,409.1663634183907
Rasal3,14825.81644,625.581263317828
Myl12b,6548.880735,276.3326458343151
Crem,1147.941035,48.43783179131787
Nepro,1270.809341,53.62230917914133
Smad5,747.741408,31.55124822600943
Ubl3,1340.142171,56.547835712963725
Rapgef2,7315.052389,308.6615656727176
Bnip3l,1101.426605,46.47513678563839
Unc13d,4109.944852,173.4207693104801
Kdm5b,1921.133735,81.06300747804195
Ccr4,882.0189144,37.217141394782516
Pola2,2519.677914,106.3188188639242
Adipor2,2884.77231,121.72412314542922
Pttg1ip,1888.661397,79.6928241690057
Pkn2,1803.531213,76.10072195536199
Foxm1,3076.973447,129.83412710927047
Nr2c2,1537.609093,64.88003158414388
Aldh3a1,8925.504835,376.61525171484465
