gene_id,FPKM,TPM
Zfp52,19754.2111,634.8210318944359
Gpcpd1,11732.26522,377.0278993029289
Spty2d1,20247.96051,650.6881555354032
Lpin2,4642.768927,149.19995266657665
Tnfaip3,22543.93763,724.4716418587025
Dipk2a,3219.957581,103.476508572227
Tent5a,23795.67285,764.6973861314771
Tmem64,20990.70191,674.5568820358868
Ipmk,8764.687273,281.6618588670387
Fosl2,30256.7608,972.3308116738268
Paxbp1,49044.64586,1576.0980044271357
Camsap2,7526.502637,241.8715759586336
Zmat3,13636.12231,438.21022221803327
Ifngr1,9272.834182,297.99166032012477
Ets2,8240.449045,264.8149470276957
Lrrc58,10786.26506,346.6272523369004
Gna13,38857.14724,1248.7127014336113
Nr3c1,70118.34509,2253.3220870948353
Tab3,4229.476108,135.9183808283502
Thap12,6852.361071,220.20737269561133
Slc39a10,4458.142217,143.2667914806321
Cmtm6,20113.30158,646.3607581787758
Itgb1,8809.573583,283.10432465258117
Prdm2,10220.52817,328.44674011737936
Sos2,4485.243385,144.1377142093714
Pdzd8,9669.188771,310.7289054528891
Csnk1g1,6103.691291,196.14813186428395
P2ry10,19549.25851,628.234678533393
Mtmr3,15490.85853,497.81399759088964
Prdx6,7451.974424,239.4765384224645
Mef2d,7422.332521,238.52396667183788
Fam102a,29764.70521,956.5181206069977
Mlec,5151.762748,165.55697047100378
Csf2rb,5970.726183,191.87516714606673
Il1r2,1120.463935,36.00721222510375
Spn,2927.773109,94.08687275839434
Rac2,4953.585453,159.18834788855358
Capn2,7855.104305,252.43151423741367
Fermt3,4088.041885,131.37325275740193
Skap1,1001.896323,32.19692522259727
Top2a,4598.729529,147.78470323237528
Myo1g,2951.486631,94.84893014604123
Cbx5,1254.275954,40.307393262526084
Atp2a3,1693.823031,54.43267154242272
Il9r,932.4495784,29.9651856787852
Cdk4,799.4844705,25.692220963781576
Tph1,6308.643878,202.73448512891895
Flot1,267.6240389,8.600362103767063
Krcc1,156.6786303,5.035022115504923
Egr1,1045.935721,33.612174656798665
Itgb2,3032.790137,97.46169839653113
Elmo2,2506.011174,80.53313753530087
Dnajc5,14029.93616,450.86581820036633
Arap2,3811.101819,122.47351094634915
Ttc7,652.9687784,20.983794877981094
Rora,19294.33814,620.042561343033
Abi1,13335.46872,428.5484229550616
Padi2,2028.353079,65.18312415204656
B4galnt4,171.0761261,5.49769982478848
Tbc1d9b,1112.841731,35.762265191577825
Parvg,769.8425675,24.73964921315496
Il12rb1,3356.310335,107.85833863153664
Ccnd2,3970.321184,127.59018207410058
Kansl3,9004.363232,289.364081893939
Ssh2,12438.58943,399.7263235312811
Fam168b,19292.64432,619.9881287688946
Smox,29698.64611,954.3952463592877
Neo1,3007.382791,96.64520830620205
Rab8b,57647.57303,1852.5615430481278
Cd47,6809.168584,218.81933958061504
Chaf1a,496.290148,15.948772759262573
Myo6,9176.286269,294.888998034719
Pank3,13461.65854,432.60365711963794
Dusp16,12425.88575,399.3180782611646
Rybp,2185.03171,70.21814629004669
Dennd1c,545.4110159,17.52732023402497
Tab2,39352.59047,1264.634257648717
Mtpn,23955.73912,769.8412733856178
Ccser2,11279.16756,362.4671596907986
